id;type;sex;familyStatus;age;Year_employment;group;SIR;age0;entrance;year_0;year_1;year_2;year_3;year_4;year_5;year_6;year_7;year_8;year_9;year_10;year_11;year_12;year_13;year_14;year_15;year_16;year_17;year_18;year_19;year_20;year_21;year_22;year_23;year_24;year_25;year_26;year_27;year_28;year_29;year_30;year_31;year_32;year_33;year_34;year_35;year_36;year_37;year_38;year_39;year_40;year_41;year_42;year_43;year_44;year_45;year_46;year_47;year_48;year_49;year_50;year_51;year_52;year_53;year_54;year_55;year_56;year_57;year_58;year_59
male_groupe_1_year_23;active;male;not married;61;2041;1;0,0;25;23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;335,12152506743644;346,67496195126216;358,6156973444996;370,960073825942;383,73315104962035;396,93381238030616;410,57174170677;424,66943723147494;439,24207355216754;454,286792344996;469,80343834315545;485,8051070655457;502,3411159162789;519,4023402194126;537,003986658888;555,1502537072502;573,8676920113786;593,1543192669326;613,0059837814251;633,4357406891754;654,4500061670145;676,0403666276696;698,2679346589402;721,1633222207064;744,6741324456639;768,7866955933644;793,5004034216294;818,8130895586361;844,7119819300228;871,2180561764801;898,4208172944208;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_1year_23;active;female;not married;61;2041;1;0,0;25;23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;83,78038126685908;86,66874048781553;89,65392433612489;92,74001845648547;95,93328776240506;99,23345309507651;102,64293542669247;106,16735930786872;109,81051838804186;113,57169808624899;117,45085958578883;121,45127676638641;125,5852789790697;129,85058505485313;134,25099666472198;138,7875634268125;143,46692300284462;148,28857981673312;153,25149594535625;158,3589351722938;163,6125015417536;169,01009165691735;174,566983664735;180,29083055517654;186,16853311141594;192,19667389834106;198,37510085540725;204,703272389659;211,17799548250565;217,80451404412;224,60520432360516;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_2_year_23;active;male;not married;61;2041;2;0,0;25;23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;194,11908439596135;200,81141067689327;207,72807955121664;214,8785574548202;222,27736018788966;229,92384093966547;237,82360910101306;245,98969675174834;254,4308937749444;263,14554448701335;272,13355894968583;281,402522739979;290,98100295554235;300,8637141294426;311,05946473067553;321,57068672372355;332,41275956611764;343,5845350084171;355,0836081834798;366,91754127556186;379,090050853963;391,59626334973683;404,471578218607;417,7337274329447;431,35236011658856;445,31955807479045;459,6349689833757;474,2973379718473;489,29926681837986;504,65290565915035;520,4101002475734;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_2year_23;active;female;not married;61;2041;2;0,0;25;23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;48,529771098990324;50,202852669223304;51,93201988780414;53,71963936370503;55,569340046972385;57,48096023491634;59,45590227525324;61,49742418793706;63,60772344373608;65,78638612175331;68,03338973742143;70,35063068499474;72,74525073888556;75,21592853236064;77,76486618266884;80,39267168093087;83,10318989152937;85,89613375210423;88,77090204586993;91,72938531889042;94,77251271349073;97,89906583743418;101,11789455465173;104,43343185823613;107,8380900291471;111,32988951869757;114,90874224584387;118,5743344929618;122,32481670459491;126,16322641478753;130,1025250618933;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_3_year_24;active;male;not married;60;2042;3;0,0;25;24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5681,073987152555;5876,931086244305;6079,353778180738;6288,619106936411;6505,151890787667;6728,933200221249;6960,127199232824;7199,115283654086;7446,1546975176425;7701,196985716718;7964,239516124932;8235,504287647775;8515,827342737479;8805,053997330922;9103,44203939488;9411,062642612264;9728,36590098792;10055,318209943267;10391,84918882404;10738,180151925008;11094,419868073488;11460,42570778072;11837,233668757577;12225,362693524794;12623,924535707294;13032,687462035014;13451,641161416132;13880,748908908536;14319,794188729164;14769,132585815956;15230,281413945568;0,0;0,0;0,0;0,0;0,0
female_groupe_3year_24;active;female;not married;60;2042;3;0,0;25;24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3787,382658101704;3917,954057496204;4052,90251878716;4192,412737957608;4336,767927191778;4485,955466814165;4640,084799488549;4799,410189102723;4964,103131678428;5134,131323811145;5309,493010749955;5490,336191765183;5677,218228491653;5870,0359982206155;6068,9613595965875;6274,04176174151;6485,577267325281;6703,545473295512;6927,89945921603;7158,786767950008;7396,279912048995;7640,28380518715;7891,489112505056;8150,2417956832005;8415,949690471534;8688,458308023348;8967,760774277425;9253,83260593903;9546,529459152784;9846,088390543979;10153,520942630386;0,0;0,0;0,0;0,0;0,0
male_groupe_4_year_24;active;male;not married;64;2042;4;0,0;29;24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;192419,53615411883;199038,88901229744;205877,50597286725;212946,66855703748;220253,98593032258;227798,02481194335;235578,70734475748;243602,6001588971;251894,43302294653;260449,63045024898;269275,8176956525;278375,1000454412;287760,7910826172;297431,89679850364;307386,3353642554;317630,65315952036;328168,0675184441;338994,3595233854;350140,17353166785;361620,859635158;373410,1438961596;385501,17174631124;397893,6381880449;410586,4569137011;423573,2234815009;436864,4559377513;450505,0357576287;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_4year_24;active;female;not married;64;2042;4;0,0;29;24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;128279,69076941257;132692,59267486498;137251,67064857818;141964,44570469167;146835,99062021507;151865,34987462888;157052,47156317168;162401,73343926476;167929,6220152977;173633,0869668327;179517,2117971017;185583,4000302942;191840,52738841154;198287,93119900252;204924,2235761704;211753,76877301364;218778,71167896278;225996,23968225706;233426,78235444537;241080,57309010546;248940,09593077318;257000,78116420758;265262,42545869667;273724,30460913415;282382,14898766734;291242,9706251676;300336,69050508586;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_1_year_24;active;male;not married;60;2042;1;0,0;25;24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;367,84521283007655;380,52681079247105;393,6335258898949;407,18329650864877;421,2036293084995;435,69329861788435;450,66293393046277;466,1372303357897;482,1328441890083;498,64663805886795;515,6784415171905;533,242628823988;551,3933330911458;570,1205386434153;589,4409370552622;609,3591367684348;629,9042810268661;651,0741939596924;672,8643184731665;695,288984499277;718,3552347367332;742,0538340347927;766,4518624560122;791,5829211332793;817,3894967904733;843,8565848748918;870,9835177511942;898,767917507356;927,1957649113654;956,2900838170696;986,1491191356184;0,0;0,0;0,0;0,0;0,0
female_groupe_1year_24;active;female;not married;60;2042;1;0,0;25;24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;91,9613032075191;95,13170269811773;98,40838147247369;101,79582412716216;105,30090732712485;108,92332465447106;112,66573348261566;116,53430758394738;120,53321104725204;124,66165951471693;128,9196103792976;133,31065720599693;137,84833327278642;142,5301346608538;147,3602342638155;152,33978419210862;157,47607025671647;162,76854848992303;168,21607961829153;173,8222461248192;179,58880868418325;185,51345850869808;191,612965614003;197,89573028331975;204,34737419761825;210,96414621872285;217,7458794377985;224,6919793768389;231,79894122784123;239,07252095426728;246,5372797839045;0,0;0,0;0,0;0,0;0,0
male_groupe_2_year_24;active;male;not married;60;2042;2;0,0;25;24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;214,55515194202312;221,95201911002434;229,59684674704351;237,50009787683123;245,67781646396773;254,12928760408786;262,8607112219089;271,8864913615964;281,2163432693569;290,84843695796957;300,7826730208299;311,0274356136461;321,61429926189953;332,5374220661992;343,80653981532464;355,424340501086;367,4078226677407;379,755717182818;392,4653660045459;405,54512743317656;418,9991093033071;432,8219249764774;447,0527006191081;461,71103495348956;476,7633818866827;492,20098962860686;508,0234687638315;524,2294323141983;540,8107032031835;557,7807106838751;575,1967586197032;0,0;0,0;0,0;0,0;0,0
female_groupe_2year_24;active;female;not married;60;2042;2;0,0;25;24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;53,63878798550577;55,48800477750607;57,39921168676087;59,3750244692078;61,419454115991925;63,53232190102196;65,71517780547721;67,97162284039908;70,30408581733921;72,71210923949238;75,19566825520747;77,75685890341151;80,40357481547487;83,1343555165498;85,95163495383115;88,85608512527149;91,85195566693515;94,93892929570448;98,11634150113646;101,38628185829413;104,74977732582674;108,20548124411934;111,76317515477702;115,42775873837236;119,19084547167066;123,0502474071517;127,00586719095784;131,05735807854958;135,20267580079587;139,44517767096877;143,7991896549258;0,0;0,0;0,0;0,0;0,0
male_groupe_3_year_25;active;male;not married;59;2043;3;0,0;25;25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;74829,54375974536;77409,31959091504;80075,57560491475;82831,9609487657;85684,07121194116;88631,65706009987;91676,88081623304;94824,7661213181;98078,70132298765;101438,04818390468;104902,77203442456;108475,79698306107;112168,13515100919;115977,74908234132;119908,03428924124;123959,92825188118;128139,35948467733;132445,88535736472;136878,57883532642;141440,35500957194;146132,64655317375;150953,57478974154;155916,78559613178;161029,1143404724;166278,8612858574;171662,97410540064;177181,31698423717;182833,40619153203;188616,38984095183;194534,95159948172;200609,07710679198;0,0;0,0;0,0;0,0
female_groupe_3year_25;active;female;not married;59;2043;3;0,0;25;25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;49886,3625064969;51606,21306061002;53383,71706994316;55221,307299177126;57122,7141412941;59087,77137339989;61117,92054415535;63216,510747545384;65385,80088199175;67625,36545593642;69935,18135628304;72317,19798870735;74778,75676733942;77318,49938822752;79938,6895261608;82639,95216792077;85426,23965645154;88297,25690490981;91252,38589021759;94293,57000638127;97421,76436878246;100635,71652649433;103944,52373075452;107352,74289364826;110852,57419057157;114441,98273693374;118120,8779894914;121888,93746102131;125744,25989396786;129689,96773298776;133739,38473786126;0,0;0,0;0,0;0,0
male_groupe_4_year_25;active;male;not married;63;2043;4;0,0;29;25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2061,0495237993687;2131,950921489475;2205,2009069729634;2280,9203191957145;2359,19066166446;2439,9965821819833;2523,3372468026814;2609,282992199104;2698,098704560997;2789,7353748075584;2884,2746787820397;2981,73916668584;3082,27144334202;3185,8608616970046;3292,485122807373;3402,214346438121;3515,0829941888423;3631,04587627076;3750,4312313821415;3873,403477856824;3999,6811895576307;4129,190945639986;4261,929479205399;4397,8851545648495;4536,989372282217;4679,354793549631;4825,462154080777;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_4year_25;active;female;not married;63;2043;4;0,0;29;25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1374,033015866246;1421,300614326317;1470,1339379819756;1520,6135461304766;1572,793774442974;1626,6643881213226;1682,2248312017878;1739,5219947994028;1798,7324697073311;1859,8235832050393;1922,8497858546932;1987,8261111238937;2054,84762889468;2123,907241131337;2194,990081871583;2268,142897625415;2343,388662792562;2420,6972508471745;2500,2874875880957;2582,268985237884;2666,4541263717547;2752,7939637599925;2841,286319470268;2931,923436376569;3024,6595815214805;3119,569862366423;3216,9747693871864;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_1_year_25;active;male;not married;59;2043;1;0,0;25;25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;393,5346887964843;407,1019408185419;421,1239991928385;435,62005508191777;450,6195361483226;466,12113112236636;482,1362118374543;498,6911980322264;515,8039093039181;533,4709891101912;551,69225512055;570,4830854607472;589,9013937765131;609,9364649205397;630,6061561690229;651,9153978068379;673,8953683760227;696,5437400478243;719,8556374713959;743,846391348699;768,5235362245585;793,8771919862351;819,9791234158218;846,8652782731723;874,4741266853118;902,7896162155839;931,8110326025092;961,5358318660765;991,9490157028841;1023,0752159005499;1055,0195385721527;0,0;0,0;0,0;0,0
female_groupe_1year_25;active;female;not married;59;2043;1;0,0;25;25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,38367219912104;101,77548520463543;105,28099979820956;108,9050137704794;112,65488403708062;116,53028278059155;120,53405295936355;124,67279950805654;128,9509773259795;133,36774727754778;137,92306378013745;142,62077136518676;147,47534844412826;152,48411623013487;157,65153904225565;162,9788494517094;168,47384209400562;174,13593501195598;179,9639093678489;185,96159783717468;192,13088405613956;198,46929799655868;204,9947808539554;211,71631956829302;218,61853167132787;225,6974040538959;232,9527581506272;240,38395796651903;247,98725392572098;255,76880397513742;263,7548846430381;0,0;0,0;0,0;0,0
male_groupe_2_year_25;active;male;not married;59;2043;2;0,0;25;25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;235,8208418599583;243,95085144908103;252,3533981738658;261,03998210339466;270,02823740398736;279,31737831334584;288,91421926334493;298,83459195874934;309,08917457493067;319,67595574500683;330,5948262096616;341,8550011223859;353,4911845260002;365,4969554997297;377,8830147976013;390,65231683243553;403,82354496364314;417,39530426835717;431,36467325230126;445,7408386508398;460,5283154476689;475,72118310625063;491,36244579320856;507,4736447633112;524,0179089938572;540,9856192588062;558,3763475457156;576,1885694057249;594,4132972892347;613,0652914932606;632,2075355686216;0,0;0,0;0,0;0,0
female_groupe_2year_25;active;female;not married;59;2043;2;0,0;25;25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;58,95521046498956;60,98771286227024;63,08834954346643;65,25999552584865;67,50705935099681;69,82934457833643;72,2285548158362;74,70864798968732;77,27229364373265;79,91898893625168;82,64870655241538;85,46375028059646;88,37279613150004;91,37423887493239;94,47075369940029;97,66307920810885;100,95588624091074;104,34882606708928;107,84116831307527;111,43520966270992;115,13207886191718;118,93029577656262;122,84061144830208;126,86841119082777;131,00447724846427;135,24640481470152;139,59408688642887;144,0471423514312;148,60332432230865;153,26632287331512;158,05188389215536;0,0;0,0;0,0;0,0
male_groupe_3_year_26;active;male;not married;58;2044;3;0,0;25;26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;146416,47140432414;151464,2326926566;156681,20686911017;162074,53409789864;167655,16308223375;173422,60595792966;179381,09367023213;185540,45580981558;191907,32224343228;198480,4441533812;205259,7537027256;212250,97239702428;219475,6472863732;226929,79174874356;234620,0496695258;242548,25538489158;250726,0090211797;259152,44449852014;267825,74791921064;276751,62314456055;285932,873438166;295365,8228566208;305077,171831842;315080,29490056663;325352,2995779811;335887,2134779158;346684,770855956;357744,025212118;369059,3963555733;380640,0486612297;392525,0873633606;0,0;0,0;0,0
female_groupe_3year_26;active;female;not married;58;2044;3;0,0;25;26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;97610,9809362161;100976,15512843775;104454,13791274015;108049,6893985991;111770,10872148919;115615,07063861979;119587,39578015477;123693,63720654373;127938,21482895485;132320,29610225413;136839,83580181707;141500,64826468282;146317,09819091545;151286,5278324957;156413,36644635053;161698,83692326103;167150,67268078637;172768,29633234668;178550,49861280704;184501,0820963736;190621,91562544391;196910,54857108046;203384,7812212279;210053,529933711;216901,53305198732;223924,8089852771;231123,1805706372;238496,01680807857;246039,5975703821;253760,03244081972;261683,39157557368;0,0;0,0;0,0
male_groupe_4_year_26;active;male;not married;62;2044;4;0,0;29;26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;100920,88610077053;104392,62794784571;107979,37021507413;111687,0298750239;115519,597810022;119476,32228784231;123557,16247369254;127765,56245721597;132114,492595833;136601,55312194745;141230,74335647744;146003,16748749843;150925,80827061099;155998,14436459128;161219,0838844055;166592,06029865044;172118,76104623874;177796,97337416603;183642,76974449563;189664,20102827653;195847,48697675316;202189,03248141045;208688,6775760338;215345,85251009912;222157,19825909034;229128,2313655299;236282,49142594144;0,0;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_4year_26;active;female;not married;62;2044;4;0,0;29;26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67280,59073384701;69595,08529856382;71986,24681004943;74458,0199166826;77013,06520668135;79650,88152522822;82371,44164912839;85177,041638144;88076,32839722202;91067,70208129832;94153,82890431832;97335,44499166564;100617,20551374069;103998,76290972755;107479,38925627034;111061,37353243362;114745,84069749252;118531,31558277739;122428,51316299711;126442,80068551771;130564,99131783546;134792,68832094033;139125,78505068924;143563,90167339946;148104,7988393936;152752,15424368661;157521,6609506276;0,0;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_1_year_26;active;male;not married;58;2044;1;0,0;25;26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;425,5652702048795;440,2367882109847;455,40013017490514;471,0760492665798;487,2963683253112;504,0596693545303;521,3782497640809;539,2806796483742;557,7862289775765;576,8912680136041;596,5955995857148;616,9158534763077;637,9146570394523;659,5804230004067;681,932462075064;704,9761058341217;728,745070503988;753,2368387892361;778,446138524389;804,3895482081365;831,0752156370909;858,4924565362261;886,7188767678764;915,7933499525153;945,6493381768059;976,2694824639221;1007,653010417203;1039,7971709969777;1072,6857451577046;1106,345369517836;1140,8897049888135;0,0;0,0;0,0
female_groupe_1year_26;active;female;not married;58;2044;1;0,0;25;26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;106,39131755121983;110,05919705274613;113,85003254372623;117,76901231664492;121,82409208132778;126,01491733863253;130,34456244102017;134,8201699120935;139,44655724439406;144,22281700340096;149,14889989642865;154,2289633690769;159,47866425986302;164,8951057501016;170,48311551876594;176,24402645853036;182,18626762599692;188,30920969730894;194,6115346310972;201,09738705203404;207,76880390927266;214,6231141340564;221,67971919196904;228,94833748812877;236,41233454420143;244,06737061598042;251,91325260430068;259,94929274924436;268,1714362894261;276,58634237945887;285,22242624720326;0,0;0,0;0,0
male_groupe_2_year_26;active;male;not married;58;2044;2;0,0;25;26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;258,46638125970907;267,3771040844336;276,58653539759314;286,10727960351613;295,95866425238523;306,13982812626875;316,6582400372239;327,53125198606375;338,7705675581245;350,3739822378286;362,34137627384337;374,6828497377178;387,4364392520514;400,5951073041969;414,1705822263422;428,1661021393608;442,6021445390438;457,47718055006936;472,7880081312286;488,54469620699206;504,7521933285062;521,4040104185462;538,5472812725759;556,2056157213626;574,3386020704362;592,9356973731869;611,9964325157475;631,5191366586057;651,4939591905811;671,9370778189782;692,9175243152501;0,0;0,0;0,0
female_groupe_2year_26;active;female;not married;58;2044;2;0,0;25;26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;64,61659531492725;66,84427602110839;69,14663384939827;71,526819900879;73,9896660630963;76,53495703156717;79,16456000930594;81,88281299651592;84,69264188953112;87,59349555945711;90,58534406846081;93,67071243442942;96,85910981301281;100,14877682604921;103,54264555658553;107,04152553484018;110,65053613476093;114,36929513751731;118,1970020328071;122,13617405174799;126,18804833212651;130,35100260463653;134,63682031814392;139,05140393034063;143,584650517609;148,2339243432967;152,99910812893683;157,87978416465137;162,87348979764525;167,98426945474452;173,22938107881248;0,0;0,0;0,0
male_groupe_3_year_27;active;male;not married;57;2045;3;0,0;25;27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;149166,8110132104;154309,39126333277;159624,36295726793;165119,0003826398;170804,45790703534;176680,2385020525;182750,65258853286;189025,714399714;195512,17834014742;202208,77213389173;209115,42666973683;216237,97092805768;223598,35670648163;231192,52249683908;239027,236985651;247104,3689659187;255435,73646492235;264020,4571340364;272856,68300265254;281950,22507546016;291303,9392735663;300914,0806033229;310807,85104715405;320998,8763739007;331463,8340780887;342196,63958610053;353197,0221616832;364464,01752545696;375991,9406662839;387790,1281059831;399898,41964559926;0,0;0,0
female_groupe_3year_27;active;female;not married;57;2045;3;0,0;25;27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;99444,5406754736;102872,92750888852;106416,24197151196;110079,33358842653;113869,63860469023;117786,82566803503;121833,76839235527;126017,14293314269;130341,45222676497;134805,84808926118;139410,28444649128;144158,64728537184;149065,57113765442;154128,34833122607;159351,4913237673;164736,24597727912;170290,49097661485;176013,63808935756;181904,4553351016;187966,8167169734;194202,62618237745;200609,38706888186;207205,234031436;213999,2509159337;220975,8893853924;228131,0930574003;235464,68144112205;242976,01168363792;250661,29377752257;258526,75207065523;266598,94643039943;0,0;0,0
male_groupe_4_year_27;active;male;not married;61;2045;4;0,0;29;27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2107,343611068626;2179,8375544274695;2254,732838183166;2332,153015495228;2412,1814205544165;2494,802356331454;2580,01497014914;2667,891178541167;2758,7018174157347;2852,3967768787725;2949,0595673284847;3048,713245475688;3151,5036192494567;3257,419802448334;3366,4389952630922;3478,6328924478194;3594,0367296583754;3712,604302079416;3834,6712211146046;3960,4055981660913;4089,5196858676363;4221,938414238657;4357,658443001499;4496,667875113111;4638,896570297015;4784,4597202750565;4933,848858764958;0,0;0,0;0,0;0,0;0,0;0,0
female_groupe_4year_27;active;female;not married;61;2045;4;0,0;29;27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1404,8957407124178;1453,2250362849798;1503,1552254554445;1554,7686769968188;1608,1209470362785;1663,2015708876368;1720,0099800994274;1778,5941190274452;1839,1345449438236;1901,5978512525153;1966,0397115523238;2032,475496983793;2101,002412832972;2171,613201632223;2244,2926635087288;2319,0885949652134;2396,0244864389174;2475,0695347196115;2556,44748074307;2640,270398777395;2726,346457245092;2814,625609492439;2905,105628667667;2997,7785834087417;3092,597713531344;3189,6398135167055;3289,2325725099736;0,0;0,0;0,0;0,0;0,0;0,0
male_groupe_1_year_27;active;male;not married;57;2045;1;0,0;25;27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;467,555251394081;483,67438932649463;500,3338788579173;517,5565208470362;535,3772780520267;553,7945925644112;572,8219751637425;592,4908149191244;612,8222831440463;633,8123919588072;655,4609247380804;677,7861521036352;700,8568807705076;724,6603801623695;749,217866358765;774,5351969896572;800,6494150184124;827,5577547712824;855,2544238849619;883,7576366374133;913,0763447579253;943,1988097677126;974,2102948003392;1006,1535090867161;1038,9553495026564;1072,5967442832814;1107,0768448205388;1142,3926286331903;1178,526276363205;1215,5070528301258;1253,4598337222287;0,0;0,0
female_groupe_1year_27;active;female;not married;57;2045;1;0,0;25;27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;116,88881284852023;120,91859733162364;125,0834697144793;129,38913021175898;133,84431951300664;138,44864814110278;143,2054937909356;148,1227037297811;153,20557078601155;158,45309798970177;163,86523118452007;169,44653802590878;175,21422019262687;181,16509504059232;187,30446658969126;193,63379924741426;200,16235375460306;206,88943869282053;213,81360597124043;220,9394091593533;228,2690861894813;235,79970244192813;243,55257370008476;251,538377271679;259,73883737566405;268,14918607082024;276,76921120513464;285,59815715829757;294,6315690908011;303,8767632075314;313,3649584305572;0,0;0,0
